,AEW541,AEW541_IC_50,Nilotinib,Nilotinib_IC_50,17-AAG,17-AAG_IC_50,PHA-665752,PHA-665752_IC_50,Lapatinib,Lapatinib_IC_50,Nutlin-3,Nutlin-3_IC_50,AZD0530,AZD0530_IC_50,PF2341066,PF2341066_IC_50,L-685458,L-685458_IC_50,ZD-6474,ZD-6474_IC_50,Panobinostat,Panobinostat_IC_50,Sorafenib,Sorafenib_IC_50,Irinotecan,Irinotecan_IC_50,Topotecan,Topotecan_IC_50,LBW242,LBW242_IC_50,PD-0325901,PD-0325901_IC_50,PD-0332991,PD-0332991_IC_50,Paclitaxel,Paclitaxel_IC_50,AZD6244,AZD6244_IC_50,PLX4720,PLX4720_IC_50,RAF265,RAF265_IC_50,TAE684,TAE684_IC_50,TKI258,TKI258_IC_50,Erlotinib,Erlotinib_IC_50
HSC2_UPPER_AERODIGESTIVE_TRACT,0.1172,8,0.2326,8,3.1995,0.499589235,0.2599,8,0.5269,8,0.3311,8,0.7791,7.353033543,0.03532,8,0.1213,8,1.682,8,3.2598,0.299707472,1.0356,4.682631493,3.5079,0.141894951,3.8791,0.11338155,0.2136,8,0.2316,8,0,8,4.6615,0.009923753,0.0567,8,0.2626,8,0.6273,8,0.1918,8,0.5043,8,0.6125,8
KMBC2_URINARY_TRACT,0.3949,8,0.01426,8,4.2994,0.061397079,0.8383,8,0.4407,8,0.2796,8,0.01229,8,0.113,8,0,8,0.6459,8,4.6034,0.054494146,0,8,2.1382,0.834210813,2.1438,1.004773498,0.7617,8,2.3614,1.145538807,0.1997,8,5.1202,0.026095331,1.2196,6.083213329,0,8,1.3711,4.104511738,0.3795,8,0.6439,8,0.1784,8
HUCCT1_BILIARY_TRACT,0.3628,8,0.3396,8,3.6046,0.091983378,0.2262,8,0.7029,8,0.3646,8,0.08281,8,0.544,8,0.324,8,1.2156,8,3.9488,0.093463294,0.4565,8,2.0752,1.397503495,2.3615,0.792975426,0.4118,8,2.3323,1.695538163,0.2356,8,4.1198,0.009130674,1.4631,8,0.2696,8,1.6195,3.917720079,0.7162,4.738058567,0.5208,8,0.4576,8
KALS1_CENTRAL_NERVOUS_SYSTEM,0.4127,8,0.2728,8,3.853,0.089755602,0.2795,8,0.5346,8,0.5073,8,1.1537,8,0.7377,8,0.2999,8,1.3023,8,3.7029,0.134485841,0.1169,8,2.2827,0.959533691,2.841,0.498715103,0.7127,8,2.4758,2.966596365,0.7226,8,6.0363,0.005295292,1.2031,8,0.615,8,2.2201,0.290483177,1.3825,3.022300959,0.6178,8,0.3822,8
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.7872,8,0.3645,8,2.2799,1.616860271,0.2805,8,0.1414,8,0.4619,8,0.5733,8,0.1365,8,0.0872,8,0.6026,8,4.6644,0.05918742,0.3034,8,NA,NA,2.99,0.452649206,0.5083,8,0.592,8,0.07361,8,5.1205,0.060053825,0.6032,8,0.09693,8,0.9991,6.223293304,0.6456,8,0.6331,8,0.4473,8
HEC265_ENDOMETRIUM,0.1955,8,0.5323,8,4.6862,0.044854023,0.5421,8,0.4616,8,0.1335,8,0.1751,8,0.7284,8,0.06052,8,0.5306,8,4.4044,0.063401259,0.852,7.848872185,3.2408,0.312169522,2.7943,0.40937677,0.8957,8,0.1312,8,0.07914,8,5.8464,0.00400007,0.07603,8,0.215,8,2.5085,0.601892412,0.4049,8,0.8078,6.69242239,0,8
CAL12T_LUNG,2.0875,0.795476556,NA,NA,3.5,0.183841035,1.5377,8,1.4973,1.951666355,0.6988,8,1.8817,1.69527781,1.1889,3.533518076,NA,NA,2.5282,0.698800027,4.1571,0.051543295,0.6577,7.762419224,NA,NA,1.9431,1.766121268,1.1054,8,2.2204,0.309053719,NA,NA,4.9761,0.006088181,1.2348,3.317574024,0.5977,5.935973167,NA,NA,2.8724,0.690349579,1.5021,1.186171651,1.7747,0.595180452
SKNSH_AUTONOMIC_GANGLIA,2.7443,0.850266755,1.0504,5.205433846,3.3319,0.237033531,0.5025,8,0.5023,8,1.3029,7.611627579,1.0388,8,1.827,1.902731538,0.2392,8,1.1326,3.670450449,5.1937,0.022701712,1.011,8,NA,NA,2.8988,0.298132449,0.9145,8,1.1063,8,1.0097,8,4.8643,0.024853488,0.5364,8,0.8964,6.900910854,1.9759,1.577458739,3.3946,0.383350194,1.2916,2.728005171,0.5904,8
HCC1954_BREAST,0.8125,7.284452438,0.5581,5.009234905,4.5797,0.048323501,0.2587,8,2.0762,1.457828045,0.2675,8,1.6338,1.940425873,0.493,8,0.09828,8,1.3526,2.759405375,3.7483,0.091688529,0.4548,8,NA,NA,1.2184,2.357321501,0.5034,8,1.6269,8,1.2174,2.50906539,5.6339,0.010001038,0.9032,8,0.02614,8,1.2052,4.060050011,0.5027,7.747289658,0.2642,8,0.8402,5.570298195
CAMA1_BREAST,0.4276,8,0.4371,6.332070827,3.1786,0.141045213,0.3651,8,0.146,8,0.07149,8,0.1606,8,0.1829,8,0.5617,6.585441589,0.3685,8,5.0138,0.029613037,0.1544,8,3.1566,0.345670938,1.0891,8,0.7152,8,0.238,8,0.2178,8,4.3906,0.010846031,0.06316,8,0.07136,8,0.8191,6.142372131,0.1146,8,0.494,8,0.003827,8
HEC6_ENDOMETRIUM,0.8225,8,1.4706,2.039887553,2.4531,0.561491907,1.6126,8,1.1782,8,0.9376,8,0.7863,8,0.7721,8,0.7208,8,3.339,8,5.0758,0.026302194,1.2738,8,3.6618,0.507195612,3.0713,0.837716639,0.7948,8,1.1049,8,1.186,8,4.1261,0.007608487,0.3154,8,0.9701,8,1.5241,8,1.1543,8,0.8098,8,0.7348,8
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.2272,0.279543102,2.0814,4.221470356,5.4708,0.033564694,1.3851,8,1.0317,7.795879364,1.1197,8,0.3816,8,1.1346,5.972376823,0.9272,8,2.0596,8,5.3877,0.018756768,2.1886,4.98896122,3.367,0.417666435,2.9832,0.773472965,0.9629,8,1.1908,8,1.8915,2.474158525,7.4167,0.0025,1.1922,8,0.5022,8,2.4387,8,3.1159,0.256441385,2.8555,1.251866341,0.2748,8
KP4_PANCREAS,1.0599,4.758481979,0.3059,8,4.4144,0.056765284,0.6425,1.073863983,0.212,8,0,8,0.4543,8,1.9426,0.938065231,0.7225,6.337520599,0.7623,8,3.9219,0.096346818,0.691,4.013171196,3.2093,0.256401986,2.3036,0.693772852,0.1999,8,1.7523,2.774494648,0.5408,8,6.5694,0.003355716,1.0904,8,0.1093,8,1.5502,2.569406748,1.1314,2.252705574,0.9038,5.228113174,0.21,8
KE39_STOMACH,1.5188,3.493362665,0.5221,4.791784763,2.8221,0.125281632,0.3528,8,1.1427,4.056060314,0.4792,8,0.4174,8,0.3858,5.804945946,0.06147,8,1.2628,2.215299606,3.8736,0.058654301,0.4823,8,NA,NA,1.9144,2.439250231,0.3899,8,1.0631,6.011958599,0.5574,3.541832685,4.0212,0.006705094,0.3826,8,0,8,1.2418,6.979484558,1.1325,1.566302896,0.6301,8,1.0481,8
COV504_OVARY,0.5949,7.504933834,0.1649,8,2.0498,0.347438395,0,8,0,8,0.01026,8,0.6355,8,0.2841,8,0.2596,8,0.7451,8,3.29,0.105959743,0.09018,8,NA,NA,1.1671,1.967409611,0.3845,8,0.9822,8,0,8,3.7749,0.01918957,0.1949,8,0.1145,8,1.4015,1.805347562,1.1179,2.071975231,0.4967,8,0.258,8
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.6478,8,0.2995,8,3.6685,0.123593725,0.4237,8,0.233,8,0.9093,3.835953712,1.0054,7.51069212,0.7684,6.987422943,0.876,5.805035114,1.3015,8,5.6306,0.009937636,0.6616,4.538650513,5.0752,0.026682707,5.4387,0.039149981,0.4415,8,0.4468,8,0.6872,8,7.3811,0.002542614,0.4438,8,0.828,5.475784302,2.7114,0.285471082,1.5231,1.857846975,1.8613,1.471847057,0.8743,5.710309505
VMRCRCW_KIDNEY,2.4276,0.816009998,0.8637,7.079586029,0.4375,8,0.8209,1.936048985,1.3765,3.89509654,0.1633,8,1.4463,4.103376865,1.7715,2.230529308,0.1883,8,1.8442,1.625452161,5.963,0.008288045,0.9115,7.122237206,2.9569,0.344637007,0.233,8,1.3674,4.805939198,0,8,0.09552,8,1.0722,8,0.03365,8,0.01988,8,0.4277,8,1.284,3.615829468,0.9487,0.936327809,0.194,8
HGC27_STOMACH,1.0097,5.460076809,0.7505,5.899519444,3.6359,0.199818447,0.05354,8,0.3305,8,0.176,8,0.801,8,1.0484,3.306939602,0.7627,6.536458969,1.5656,4.787296772,4.4176,0.038913742,0.4772,8,1.955,8,2.186,0.241324902,0.151,8,0,8,1.3939,1.742808342,6.2021,0.0025,0.08234,8,0.2173,8,1.6065,2.308405876,2.0106,1.122888923,1.5571,2.365047455,0.2264,8
LUDLU1_LUNG,1.9451,1.434306904,0.8515,4.289455414,3.2861,0.048696097,0.1069,8,1.8359,2.3196421,1.0448,8,1.1566,5.546560287,0.5817,8,0.1339,8,1.5094,1.825987339,4.4987,0.043730054,0.6557,8,NA,NA,3.9514,0.057614818,0.9741,8,1.5501,8,0.6779,8,5.9003,0.003740356,1.1293,8,0.1109,8,1.674,3.11822629,1.7285,1.139623761,1.0585,8,1.5519,1.652492166
NUGC4_STOMACH,1.0295,8,0.8153,4.356728077,4.9358,0.019910261,1.2881,3.009513855,2.9416,0.171543315,0.7802,8,2.712,0.400758862,1.7116,8,0.2719,8,2.6187,0.643734634,5.8552,0.00967196,0.3093,8,NA,NA,3.955,0.11084988,0.09055,8,4.7079,0.011152006,1.2862,1.606289268,6.0989,0.003304154,3.634,0.067623615,0,8,0.6769,6.783924103,0.3712,8,0.7171,6.366208076,2.6443,0.258506
HMC18_BREAST,1.0301,3.805550575,0.2208,8,3.6072,0.105055355,0,8,0.3697,8,0.2093,8,0.1051,8,0.5299,6.201820374,0,8,0.02721,8,3.0692,0.18679598,0.2971,6.195916176,1.7798,0.704123199,2.0497,1.098204136,0.09633,8,3.8973,0.036374319,0.3245,8,5.3291,0.005512764,2.9909,0.254361957,0.07445,8,0.4812,6.624199867,1.1591,3.662677526,0.475,4.974802971,0.3479,8
CAS1_CENTRAL_NERVOUS_SYSTEM,0.6584,8,0.207,8,2.1995,1.019528747,0,8,0.02975,8,0.01784,8,0.6927,8,0.6175,8,0.01432,8,0.2382,8,3.6763,0.095616966,0.06255,8,2.2248,0.778563261,1.728,1.745085597,0.07697,8,0.586,8,0.1407,8,4.0347,0.025275866,0.103,8,0.06697,8,0.7917,8,1.0183,4.411480904,0.3645,8,0.08698,8
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.8889,1.40566361,1.5839,2.917067289,3.5771,0.190332726,1.5408,0.720862557,1.158,3.216899633,0.3706,8,0.7628,8,0.9584,3.714695215,1.3131,5.01994276,0.834,8,5.5777,0.018716184,1.6069,2.797390938,3.531,0.198362663,3.6748,0.229858205,0.3667,8,2.3543,1.129081249,0.9088,7.422032356,6.5537,0.0025,2.0524,8,0.1556,8,1.0642,4.318281651,2.7704,0.53859663,0.6123,8,0.2421,8
NCIH1694_LUNG,0.8491,8,0.308,8,1.4558,3.349775107,0.1112,8,0.5385,8,0.2616,8,0.3515,8,0.3931,8,0.6287,8,0.7705,8,5.0687,0.022976071,0.1786,8,4.3177,0.04943854,4.8522,0.060661137,1.0089,8,0.3607,8,0.1648,8,4.6718,0.018657338,0.333,8,0.1221,8,1.1519,8,0.1368,8,0.4787,8,0.1312,8
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.6726,8,0.12,8,2.5398,1.020657063,0.5316,8,0.005816,8,0.1132,8,0.3172,8,0.05595,8,0.1234,8,1.4536,6.622673512,4.2803,0.063847929,0.2461,8,NA,NA,3.0622,0.348159671,0.9634,8,0.2984,8,0.5391,7.55710125,5.7467,0.010103884,0.1024,8,0,8,0.01284,8,0.04795,8,0.3664,8,0,8
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.68,1.822629352,1.4199,0.426970909,3.4997,0.250834763,1.2301,8,0.7425,8,1.0177,8,1.2907,8,1.9154,0.022862312,0.7216,8,1.5493,0.358814832,6.2215,0.008441856,0.7262,8,NA,NA,4.0129,0.170725718,2.1283,0.859486726,5.1608,0.017062185,0.6579,8,6.5788,0.008045927,4.2205,0.091557629,0.109,8,1.7692,2.111756802,1.8444,8,1.1536,0.57183569,0.7256,8
UMUC3_URINARY_TRACT,0.065,8,0.1194,8,3.2913,0.293646216,0.1439,8,0,8,0.2972,8,0.706,4.390860081,0.1958,8,0,8,0.9404,5.578775883,3.3849,0.13206391,0.2574,8,2.6212,0.626409352,2.4369,0.684131384,0.5511,8,0.9588,8,0.3181,8,5.4626,0.008238792,0.5331,8,0.2678,8,0.4746,8,0.2892,8,0.3319,8,0,8
HOS_BONE,0.5479,8,0.4549,8,3.4429,0.136840746,1.1388,8,0.7597,8,0.7641,8,0.1945,8,0.7702,8,0.2133,8,1.05,8,4.5348,0.061951321,0.06738,8,3.5016,0.283931613,2.6696,0.524624527,0.5549,8,1.1514,8,0.7598,8,6.143,0.005664105,0.3858,8,0.1291,8,1.3312,8,0.6085,8,0.369,8,0.2068,8
RVH421_SKIN,0.329,8,0.2469,8,4.0161,0.074710794,0.2618,8,0.1602,8,0.7626,8,0,8,0.3367,8,0.1654,8,1.3958,8,4.0976,0.07875777,0,8,1.1385,2.83050251,1.22,2.739427805,0.1933,8,4.4939,0.019136582,1.0254,8,3.8473,0.055785839,2.5274,0.257206768,2.1201,0.770638406,1.518,2.665822268,0.3535,8,0.7289,8,0.05907,8
NCIH1184_LUNG,0.6452,8,0,8,3.0332,0.230962545,0.2403,8,0.2531,8,0.3264,8,0,8,0.3619,8,0.7164,8,0.2687,8,5.3657,0.024768112,0.4186,8,4.533,0.031542514,4.1958,0.108763337,1.0691,8,0.351,8,0.5989,8,4.6431,0.005819601,1.0545,8,0.136,8,0.4474,8,0.3275,8,0.3037,8,0.67,8
TC71_BONE,0.425,8,0,8,1.9739,1.366676807,0,8,0,8,0.05201,8,0.02867,8,0.6631,7.341859341,0,8,0.3741,8,4.6377,0.048327953,0.007735,8,3.5768,0.187918454,3.7927,0.176309556,0.1439,8,0,8,0,8,6.8648,0.004245151,0.01673,8,0.04168,8,0.2494,8,0.5449,7.696755886,0.8521,5.883319855,0,8
COLO205_LARGE_INTESTINE,1.5025,2.701482058,0.6001,8,5.7504,0.014756449,0.5538,8,0.1875,8,0.9422,8,0.4195,8,1.3255,3.658572674,0.8434,6.495519161,1.0471,8,4.8613,0.039255973,1.204,3.55977869,NA,NA,4.4189,0.069262683,0.6715,8,5.6956,0.00600136,0.9274,7.191390038,7.0778,0.002542614,4.57,0.049389198,3.1984,0.394231439,2.1484,0.606281757,2.9966,0.85494256,0.9085,5.775238037,0.6326,8
SNU449_LIVER,0.8843,6.388250351,0.278,8,1.5499,1.962941647,0.05912,8,0.1797,8,0.4246,8,0.6314,7.714274883,0.2711,8,0,8,1.1332,2.889460564,3.3569,0.20375821,0.5036,8,1.6665,1.140779734,1.3044,2.141221762,0.4588,8,0.7212,8,0,8,1.808,2.699324846,0.2108,8,0.3743,8,0.8266,7.266570091,0.3874,8,0.2176,8,0.3379,8
NCIH28_PLEURA,1.0399,6.431872368,0.2426,8,3.0959,0.148407042,0.2016,8,1.1902,2.911829233,0.4339,8,1.327,1.326548219,0.5851,8,0.1084,8,1.7242,1.768591881,4.0381,0.086864933,0.1132,8,NA,NA,1.549,0.938266993,0.2459,8,1.8972,4.119419098,0.7641,6.050222397,3.249,0.0396,1.3218,8,0.161,8,1.0461,3.970735788,1.4364,2.413717031,0.3888,8,1.7382,1.191120028
JHOS4_OVARY,1.549,3.452549696,1.2189,4.287676811,1.6599,1.570977688,0.495,8,1.0099,7.408363342,0.7082,8,1.733,8,0.7615,8,0.4816,8,1.9067,1.803906083,3.1822,0.163286954,0.2538,8,NA,NA,2.2804,1.302278399,2.5589,0.328750879,0.6151,8,0,8,5.2994,0.008781266,0.6264,8,0.2998,8,1.1065,3.111861944,1.3722,4.663464546,1.098,8,0.9895,8
KYSE450_OESOPHAGUS,0.5514,8,NA,NA,2.76,0.71019572,0.3495,8,1.3231,2.574542999,0.353,8,1.4272,3.921513319,0.3047,8,0.7975,8,1.8158,2.156936169,3.3199,0.172696128,0.09899,8,NA,NA,2.1403,4.590821266,0.3005,8,1.4853,6.272626877,NA,NA,5.5189,0.013682682,1.2877,8,0.3734,8,NA,NA,0.5987,8,0.5079,8,1.4667,1.401028633
KLE_ENDOMETRIUM,0.5976,8,0.5632,8,1.7971,0.927676288,0.7342,8,0.6419,8,0.9586,8,1.5831,8,0.7625,8,0.1714,8,1.6344,3.863512278,4.3321,0.06242324,0.6244,8,1.9354,0.983213782,1.4401,7.809304237,0.7563,8,1.1681,8,0.7329,8,2.7287,8,0.406,8,0.3276,8,1.1131,8,0.3371,8,0.898,8,0.7291,8
HS895T_SKIN,0.6128,2.193813385,1.1133,4.720332146,3.0948,0.568269014,0.1965,8,0.3417,8,0.0221,8,0.3408,8,0.7383,4.02694273,0.374,8,0.9044,8,3.8108,0.072238043,0.911,8,NA,NA,1.1193,4.513065338,0.7315,8,1.2316,0.716822829,1.2294,0.446407169,2.9045,8,0.4916,8,1.198,7.153817177,2.7976,0.167939842,1.7504,1.475446463,2.1269,1.72675132,0.4755,8
LN229_CENTRAL_NERVOUS_SYSTEM,1.2309,8,0.7352,6.401216984,4.0027,0.061167378,0.161,8,0.3739,8,0.8821,8,0.9273,8,0.8152,7.791688919,0.343,8,1.0302,8,3.9247,0.077816121,0.4278,8,NA,NA,1.7406,3.162317038,0.2781,8,1.6776,4.980614185,0.6559,8,5.688,0.015199102,1.1769,8,0.1665,8,1.5223,3.563280106,1.6332,2.833112717,0.9104,8,0.4374,8
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.7637,8,0.4948,8,2.6454,0.549713969,1.3855,8,0.3472,8,0.5038,8,0.07896,8,1.3834,8,1.0578,4.873594284,0.4324,8,6.1262,0.011931117,1.1751,4.265406132,3.9479,0.118088782,3.9765,0.070343539,0.6745,8,4.5666,0.020692002,0.4643,8,5.4592,0.009502594,3.4009,0.362001896,0.3729,8,3.1639,0.602206886,1.5481,2.609502792,1.3363,8,0.8033,8
SF126_CENTRAL_NERVOUS_SYSTEM,0.9526,5.494321346,0.5877,8,2.7719,1.220534086,0,8,0.3474,8,0.08125,8,0.5959,8,0.4382,8,0.05543,8,0.5404,8,4.1631,0.098997906,0.5917,6.239183426,3.7926,0.125173897,4.3635,0.06171101,0.2755,8,1.0433,6.89561224,0.4761,8,4.6195,0.068713717,0.2737,8,0.2292,8,1.8753,2.164703608,1.3627,3.022811651,1.4397,2.908699751,0.07066,8
SNGM_ENDOMETRIUM,0.497,8,0.3269,8,3.6265,0.27879262,0.6993,8,0.5455,8,0.4692,8,1.0556,7.457118034,0.2154,8,0.8261,8,1.8526,8,3.9169,0.136460781,0.4755,8,2.0173,1.51800251,2.5829,1.187393069,0.4892,8,1.1151,8,0.1502,8,5.7321,0.018114803,1.1646,8,0.2797,8,2.4101,0.670264721,0.5714,7.080456257,0.8186,6.887460709,0.7714,8
PL45_PANCREAS,0.7401,6.320603371,0.2333,8,4.2099,0.05317352,0.02274,8,0.3236,8,0.6211,8,1.2078,5.046463013,0.4855,8,0,8,1.1288,8,4.0713,0.087933637,0.2544,8,3.4861,0.239563033,2.792,0.592088997,0.3427,8,2.6134,0.603661001,0.2368,8,5.4653,0.00379505,1.7413,8,0.2093,8,0.4156,8,1.3872,2.842834711,0.2396,8,0.3004,8
SW1990_PANCREAS,1.0457,8,0.7679,7.833574772,3.9558,0.055297799,0.06233,8,0.8197,8,1.2615,8,1.3081,7.550835133,1.0859,5.575777054,0.02302,8,0.6381,8,3.6605,0.120053239,0.06581,8,NA,NA,4.2077,0.041628528,0.1944,8,2.9671,0.225805432,0.3129,8,4.7138,0.034169219,1.5884,3.996007919,0.6876,8,1.7576,2.464826345,1.7119,1.548194051,0.8337,4.117015362,0.5871,8
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.6413,8,0,8,1.2479,2.039073229,0.01955,8,0.02839,8,0,8,0.002277,8,0.03364,8,0,8,0.2589,8,4.2588,0.045727856,0.02052,8,NA,NA,4.0031,0.065743998,0.02943,8,0.283,8,0.3478,8,2.3948,0.243933931,0.05558,8,0,8,0.09724,8,0,8,0.09438,8,0.01286,8
RERFGC1B_STOMACH,1.5338,1.708191752,0.08913,8,1.4162,1.931385279,0.3157,8,0.717,8,0.2647,8,2.1467,1.569265246,0.3046,8,0.03254,8,2.0009,2.236121655,4.1861,0.057059038,0.1891,8,NA,NA,3.4388,0.37224856,0.1773,8,1.5846,8,0.01805,8,4.5754,0.022975717,1.7254,8,0.5411,8,0.4918,8,0.9959,5.736598015,0.7177,8,0.4351,8
HT1080_SOFT_TISSUE,0.6785,7.100716114,NA,NA,4.0847,0.113508768,0.2556,8,0.2133,8,0.4817,6.066975117,0.1531,8,0.8244,3.643709183,0.1955,8,0.6356,4.71924448,4.6286,0.042126447,0.1179,8,NA,NA,3.3672,0.247212142,0.9264,8,2.4808,0.446043372,0.03595,8,6.7248,0.005339894,1.8734,0.739373982,0.07934,8,1.7451,1.074540615,0.5672,8,0.5673,8,0.02918,8
NCIH2087_LUNG,0.7475,7.722693443,0.8483,6.089197159,3.0497,0.064093605,0.3437,8,0.3981,8,0.4068,8,0.7401,8,0.423,8,0.2508,8,0.8015,8,3.572,0.113999806,1.0198,4.511748314,NA,NA,4.0293,0.190087274,0.1451,8,4.1166,0.054371227,0.6578,8,5.5116,0.010453116,3.0122,0.411084592,0.7931,5.211354733,1.5063,2.668485641,1.1913,6.56292057,0.9215,8,0.4709,8
COV318_OVARY,0.7664,8,0.5619,7.686830521,1.9673,8,0.04829,8,0,8,0.3907,8,0.7234,8,0.4279,8,0.107,8,1.206,8,3.6326,0.158059701,0.2473,8,2.342,1.230852246,2.0789,2.08240962,0.2282,8,0.02419,8,0.2948,8,2.8757,8,0.07562,8,0.5288,8,0.848,8,1.4239,4.677239895,0.9151,8,0.05132,8
NCIH2085_LUNG,0.4646,8,0.6032,8,2.2438,0.761869073,0.4189,8,0.8009,8,0.5763,8,0.6582,8,0.7718,4.665399551,0.6169,7.66442728,1.2854,8,4.3973,0.054746706,0.5017,8,NA,NA,1.0246,8,0.5216,8,0.8872,8,0.1523,8,5.0352,0.007059727,0.5237,8,0.6078,8,0.981,8,2.1719,1.596056938,0.05448,8,0.4553,8
NCIH1341_LUNG,1.8219,0.334254905,0.05606,8,5.2972,0.01379581,0.5645,8,0.6303,8,0.2892,8,1.1726,5.702689319,1.3442,1.201020106,0.09673,8,1.0918,8,4.6373,0.05364446,0.6177,8,3.7968,0.194616899,2.9384,0.065639363,1.3409,8,0.1421,8,0.343,8,6.0169,0.002542614,0.4363,8,0.03845,8,1.632,2.281787395,2.2016,1.399953008,1.3166,2.811038893,1.1779,8
C3A_LIVER,1.5387,3.194922396,NA,NA,5.2974,0.027727799,0.7496,8,0.5676,8,0.4562,8,0.7807,8,0.5101,8,0.555,8,1.4222,3.638047026,5.2321,0.033166956,0.7144,8,NA,NA,2.6169,1.277745843,1.3568,8,2.4419,0.687534392,0.4059,8,2.9957,8,1.5726,8,0.4982,8,1.1223,3.510200024,1.0644,8,0.2617,8,0.4533,8
SW480_LARGE_INTESTINE,1.4152,6.747029305,0.09498,8,2.2298,0.106521167,0,8,0.2645,8,0.6109,8,0.1153,8,0.3502,7.879920959,0.0563,8,0.5891,8,3.7592,0.04848709,0.3728,7.946047783,2.3517,0.320389837,2.9514,0.192775056,0.07069,8,3.2477,0.186506376,0.1182,8,3.6134,0.015503779,2.2851,2.803628922,0.08871,8,1.3007,3.060894728,0.995,3.404621601,0.9111,8,0.2869,8
HS746T_STOMACH,0.845,6.633160591,0.8844,6.016578197,3.5069,0.146164864,1.221,8,0.5103,8,1.6156,8,1.7904,3.256877422,3.4785,0.102542482,0.7244,7.728271008,0.7248,8,4.7462,0.042114798,0.2575,8,NA,NA,3.0074,0.699272513,0.7589,8,2.6193,2.000169039,0.6801,8,5.1829,0.01275917,1.5266,8,0.2152,8,2.2018,3.237396417,0.8022,5.439565659,0.7003,8,0.3248,8
HS739T_BREAST,0.6611,7.017650604,0.5616,8,2.0852,0.560182333,0.2776,8,0.2569,8,0.7555,8,1.6143,8,1.0025,4.089972496,0.4653,8,0.6129,8,3.1432,0.155537844,0.8671,8,2.0158,2.83324337,2.2844,4.647302151,0.2796,8,1.4601,8,0.77,8,3.9177,0.002542614,0.3088,8,0.3302,8,1.6582,8,2.1115,1.955537677,1.4499,3.132244825,0.2265,8
SNUC2A_LARGE_INTESTINE,0.8231,8,0.1011,8,2.7511,0.256480753,0.3268,8,0.2618,8,0.542,8,1.326,8,0.5398,8,0,8,0.8732,8,3.2683,0.120258123,0.6656,8,NA,NA,2.2119,1.246129513,1.2177,8,1.8779,8,0.4366,8,3.9497,0.047947861,1.3236,8,0.05934,8,0.8695,8,1.3696,3.785260916,0.272,8,0.4618,8
HEC151_ENDOMETRIUM,0.2402,8,0.6752,7.333292961,3.7984,0.182358727,0.9897,8,1.59,8,0.1366,8,1.6659,1.354741335,0.5081,8,0.7341,8,2.1857,1.85359931,5.4317,0.023647482,0.7036,7.363659382,2.922,0.322438896,3.6883,0.22309193,0.5978,8,3.6687,0.08198344,0.6006,8,6.3134,0.003909792,3.233,0.881319225,0,8,2.8886,0.339518785,1.695,1.77215457,1.06,3.559450388,2.2608,8
MSTO211H_PLEURA,0.5041,8,0.5277,5.937797546,3.6676,0.190373659,0.3346,8,0.3716,8,1.0383,3.372504234,0.7174,8,0.8487,4.273801327,0.08544,8,1.103,8,4.4962,0.073725738,0.7464,6.981843472,NA,NA,3.1705,0.258645028,0.8363,8,2.492,1.102446795,0.7796,5.501162529,5.3017,0.013478238,1.2301,8,0.8892,8,2.1076,0.946562409,1.6265,2.312949419,1.7164,2.281857491,0.3184,8
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.4082,8,0.3417,8,1.9767,2.661648512,0.4254,8,0.3515,8,0.5263,8,0.0146,8,0.02249,8,0.3786,8,0.8993,8,4.1707,0.062461607,0.03069,8,NA,NA,3.4747,0.169695526,0.0443,8,0.5314,8,0.2033,8,6.0218,0.010622928,0.2204,8,0.121,8,0.5103,8,0.1373,8,0.3131,8,0.218,8
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.8588,8,0.6136,8,2.5547,0.454656243,0.1771,8,0.2321,8,0.4434,8,0.5452,8,0.2455,8,0.01857,8,1.0916,8,4.1072,0.09215451,0.05822,8,NA,NA,4.3655,0.062727965,0.5272,8,0.4635,8,0.4662,8,5.2309,0.00852356,0.02767,8,0.3396,8,0.2498,8,0.6526,8,0.1683,8,0.3717,8
JHH7_LIVER,1.6698,1.806263089,NA,NA,4.2024,0.088164933,1.4814,8,0.9747,4.924770355,0.8485,8,0.6958,8,0.7837,6.19686842,NA,NA,1.6495,8,4.4785,0.05667815,1.0576,4.188977242,NA,NA,3.2097,0.972578168,0.9234,8,2.2898,0.476406842,NA,NA,6.0801,0.003013175,1.5053,4.17086935,0.8328,8,NA,NA,2.3994,1.385532856,1.8163,1.726818562,0.6282,8
NCIH1573_LUNG,1.463,8,0.7619,8,3.9417,0.128462195,0.4783,8,1.6056,8,1.1259,8,1.3679,8,0.8412,8,0.08039,8,0.5696,8,4.0278,0.122011006,0.3309,8,NA,NA,1.2867,8,0.3017,8,2.844,1.578598022,1.0384,8,4.4458,0.014657045,2.263,8,0.547,8,1.2461,6.622673512,1.1256,8,0.6435,8,1.4163,8
