Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
ATP13A4-AS1	ENSG00000225473.1	0.200	2.280	-1.451	7.07e-25
ATP1A2	ENSG00000018625.14	0.350	5.440	-2.254	2.18e-201
ATP1B1	ENSG00000143153.12	241.486	58.338	2.031	6.58e-121
ATP1B2	ENSG00000129244.8	0.650	2.810	-1.207	2.28e-107
ATP1B3	ENSG00000069849.10	74.532	163.618	-1.124	1.62e-83
ATP1B3-AS1	ENSG00000244124.1	0.150	1.310	-1.006	1.83e-90
ATP8B2	ENSG00000143515.16	10.630	25.029	-1.162	5.71e-66
AURKA	ENSG00000087586.17	11.850	1.780	2.209	2.63e-145
AURKB	ENSG00000178999.12	12.260	2.220	2.042	3.39e-96
AXIN2	ENSG00000168646.12	4.930	18.060	-1.684	2.58e-99
AZU1	ENSG00000172232.9	0.190	3.990	-2.068	1.41e-94
B3GALNT1	ENSG00000169255.13	5.010	12.450	-1.162	2.84e-56
B3GNT3	ENSG00000179913.10	19.200	0.340	3.914	1.68e-220
B3GNT6	ENSG00000198488.10	1.640	0.020	1.372	4.50e-67
B4GALNT4	ENSG00000182272.11	3.510	0.720	1.391	7.58e-46
BAALC	ENSG00000164929.16	1.380	6.220	-1.601	3.74e-34
BARX2	ENSG00000043039.6	3.820	0.140	2.080	1.71e-101
BATF	ENSG00000156127.6	16.939	7.930	1.006	4.46e-43
BCAS1	ENSG00000064787.12	3.590	0.950	1.235	1.50e-34
BCAS4	ENSG00000124243.17	10.470	3.300	1.415	2.46e-102
BCHE	ENSG00000114200.9	0.910	6.930	-2.054	4.59e-122
BCL2A1	ENSG00000140379.7	12.980	43.779	-1.679	2.51e-100
BCL2L15	ENSG00000188761.11	9.550	1.070	2.350	7.30e-115
BCL2L2	ENSG00000129473.9	16.560	37.010	-1.114	8.75e-111
BCL6	ENSG00000113916.17	27.319	129.310	-2.202	1.05e-147
BCL6B	ENSG00000161940.10	4.250	19.251	-1.948	1.36e-152
BCL9	ENSG00000116128.9	11.550	4.920	1.084	5.52e-83
BCO2	ENSG00000197580.11	0.960	3.780	-1.286	2.94e-104
BCRP3	ENSG00000215481.8	3.850	10.560	-1.253	6.16e-60
BDH1	ENSG00000161267.11	16.600	7.380	1.071	7.20e-57
BEAN1	ENSG00000166546.13	4.000	1.060	1.279	1.38e-62
BEND7	ENSG00000165626.16	4.690	11.380	-1.122	4.14e-71
BEST1	ENSG00000167995.15	1.880	10.010	-1.935	3.21e-198
BET1P1	ENSG00000241134.3	0.110	2.630	-1.709	1.32e-166
BEX1	ENSG00000133169.5	0.180	2.300	-1.484	8.75e-36
BEX5	ENSG00000184515.10	3.650	10.400	-1.294	7.82e-62
BIK	ENSG00000100290.2	7.760	1.530	1.792	7.59e-120
BIN2	ENSG00000110934.10	6.860	21.280	-1.503	4.08e-112
BIRC5	ENSG00000089685.14	14.470	1.320	2.737	9.26e-134
BMP1	ENSG00000168487.17	13.100	27.509	-1.016	1.08e-50
BMP2	ENSG00000125845.6	5.330	12.930	-1.138	1.05e-43
BMP5	ENSG00000112175.7	2.820	6.910	-1.050	2.75e-37
BMP6	ENSG00000153162.8	1.770	7.790	-1.666	4.44e-43
BMPER	ENSG00000164619.8	0.410	6.790	-2.466	1.61e-198
BMPR2	ENSG00000204217.12	10.350	22.721	-1.063	3.36e-102
BMX	ENSG00000102010.14	0.290	2.850	-1.578	1.06e-139
BNC2	ENSG00000173068.17	0.750	2.530	-1.012	1.56e-95
BOC	ENSG00000144857.14	2.600	6.990	-1.150	1.03e-64
BOLA2	ENSG00000183336.7	14.790	6.600	1.055	8.27e-71
BOLA2B	ENSG00000169627.7	116.500	36.969	1.630	1.45e-156
bP-21264C1.1	ENSG00000279208.1	0.390	4.350	-1.944	4.40e-127
bP-2189O9.2	ENSG00000278931.1	0.140	2.110	-1.448	4.93e-135
BPHL	ENSG00000137274.12	23.441	8.700	1.333	1.13e-142
BPIFA1	ENSG00000198183.11	11.960	0.760	2.880	1.04e-34
BPIFB1	ENSG00000125999.10	24.299	7.700	1.540	1.76e-6
BPNT1	ENSG00000162813.17	25.109	10.780	1.148	3.91e-115
BRI3BP	ENSG00000184992.10	5.620	1.910	1.186	3.11e-133
BRICD5	ENSG00000182685.7	3.030	13.810	-1.878	1.13e-81
BRIX1	ENSG00000113460.12	32.910	15.280	1.059	3.88e-109
BSPRY	ENSG00000119411.10	15.930	7.010	1.080	3.89e-89
BST1	ENSG00000109743.10	4.640	13.250	-1.337	1.23e-97
BTAF1	ENSG00000095564.13	6.880	21.180	-1.493	1.35e-102
BTBD19	ENSG00000222009.8	2.170	12.200	-2.058	7.16e-144
BTF3L4P2	ENSG00000213189.5	45.241	20.810	1.084	4.76e-107
BTK	ENSG00000010671.15	7.020	22.800	-1.569	1.02e-131
BTNL8	ENSG00000113303.11	0.150	3.080	-1.827	4.96e-153
BTNL9	ENSG00000165810.16	1.400	142.596	-5.903	4.58e-295
BUB1	ENSG00000169679.14	6.550	1.140	1.819	1.06e-111
BUB1B	ENSG00000156970.12	4.400	0.940	1.477	3.86e-76
BYSL	ENSG00000112578.9	18.040	7.640	1.140	5.18e-92
BZRAP1	ENSG00000005379.15	6.600	20.090	-1.472	2.79e-62
BZW1P2	ENSG00000198406.7	18.670	8.260	1.087	5.55e-43
BZW2	ENSG00000136261.14	62.309	24.190	1.330	2.93e-127
C10orf10	ENSG00000165507.8	53.731	280.780	-2.364	4.20e-109
C10orf128	ENSG00000204161.13	8.230	23.110	-1.385	1.31e-90
C10orf35	ENSG00000171224.8	15.380	5.290	1.381	7.60e-142
C10orf54	ENSG00000107738.19	28.150	106.883	-1.888	7.61e-168
C11orf21	ENSG00000110665.11	0.700	5.210	-1.869	3.92e-169
C11orf88	ENSG00000183644.13	0.630	3.070	-1.320	5.98e-17
C11orf96	ENSG00000187479.5	21.529	188.313	-3.071	1.08e-150
C12orf45	ENSG00000151131.9	25.120	11.910	1.017	3.07e-128
C14orf132	ENSG00000227051.5	1.750	14.100	-2.457	1.21e-196
C15orf26	ENSG00000156206.13	0.180	1.420	-1.036	1.26e-78
C15orf48	ENSG00000166920.10	58.181	5.500	3.187	5.19e-112
C15orf52	ENSG00000188549.12	4.750	18.070	-1.730	4.14e-101
C15orf59	ENSG00000205363.5	1.010	4.680	-1.499	5.54e-72
C16orf45	ENSG00000166780.10	6.190	14.940	-1.149	8.11e-63
C16orf59	ENSG00000162062.14	4.450	0.660	1.715	1.17e-131
C16orf86	ENSG00000159761.14	1.440	4.840	-1.259	6.69e-151
C17orf53	ENSG00000125319.14	2.530	0.750	1.012	5.66e-78
C17orf58	ENSG00000186665.8	10.940	4.630	1.085	1.90e-119
C19orf48	ENSG00000167747.13	31.120	15.040	1.002	2.58e-73
C19orf66	ENSG00000130813.17	19.860	46.879	-1.199	1.20e-90
C19orf71	ENSG00000183397.5	0.750	2.570	-1.029	1.94e-66
C1orf106	ENSG00000163362.10	29.229	3.970	2.605	1.11e-163
C1orf115	ENSG00000162817.6	6.410	20.069	-1.508	3.62e-93
C1orf162	ENSG00000143110.11	23.240	74.012	-1.630	4.53e-106
C1orf167	ENSG00000215910.7	1.560	5.030	-1.236	1.44e-43
C1orf168	ENSG00000187889.12	0.590	2.190	-1.005	3.19e-33
C1orf194	ENSG00000179902.12	1.770	6.180	-1.374	1.79e-12
C1orf228	ENSG00000198520.10	3.930	12.360	-1.438	7.59e-91
C1orf53	ENSG00000203724.10	8.610	2.640	1.401	6.69e-112
C1QB	ENSG00000173369.15	239.452	492.642	-1.038	1.16e-25
C1QTNF1	ENSG00000173918.14	9.520	38.950	-1.925	4.59e-110
C1QTNF7	ENSG00000163145.12	0.690	4.910	-1.806	7.30e-117
C1R	ENSG00000159403.15	159.675	363.244	-1.181	2.92e-61
C1S	ENSG00000182326.14	147.635	352.089	-1.248	7.11e-59
C20orf194	ENSG00000088854.12	3.320	10.250	-1.381	2.28e-154
C20orf85	ENSG00000124237.5	1.750	6.740	-1.493	3.94e-12
C22orf34	ENSG00000188511.12	1.170	3.860	-1.163	7.13e-111
C2CD4A	ENSG00000198535.5	2.280	0.110	1.563	2.50e-77
C2orf15	ENSG00000273045.5	3.480	0.960	1.193	4.42e-129
C2orf40	ENSG00000119147.9	1.460	19.211	-3.038	2.19e-124
C3orf14	ENSG00000114405.10	20.669	7.520	1.347	7.81e-98
C3orf36	ENSG00000221972.3	0.470	3.300	-1.549	1.91e-96
C3orf62	ENSG00000188315.7	3.460	8.290	-1.059	9.27e-89
C3orf67	ENSG00000163689.18	1.900	0.310	1.147	1.06e-81
C5AR1	ENSG00000197405.7	9.850	43.770	-2.045	9.84e-145
C5AR2	ENSG00000134830.5	1.590	4.700	-1.138	6.55e-58
C5orf38	ENSG00000186493.11	9.320	24.450	-1.302	1.44e-24
C5orf45	ENSG00000161010.14	11.790	38.910	-1.642	6.88e-100
C5orf56	ENSG00000197536.10	5.830	17.710	-1.454	4.92e-130
C5orf58	ENSG00000234511.8	0.350	2.000	-1.152	5.93e-68
C6orf132	ENSG00000188112.8	13.850	6.270	1.030	2.73e-66
C6orf25	ENSG00000204420.8	0.150	2.770	-1.713	1.04e-172
C6orf49	ENSG00000278224.4	1.120	3.630	-1.127	1.37e-62
C7	ENSG00000112936.18	18.731	269.379	-3.776	1.90e-153
C8orf34-AS1	ENSG00000248801.6	2.140	6.480	-1.252	6.55e-20
C8orf46	ENSG00000169085.11	0.380	2.750	-1.442	2.68e-96
C8orf88	ENSG00000253250.2	0.790	4.120	-1.516	3.68e-143
C9orf117	ENSG00000160401.14	0.980	4.870	-1.568	5.04e-47
C9orf139	ENSG00000180539.7	0.310	1.810	-1.101	7.59e-125
C9orf24	ENSG00000164972.12	1.900	6.450	-1.361	5.78e-18
C9orf72	ENSG00000147894.14	5.050	20.340	-1.819	2.18e-168
CA1	ENSG00000133742.13	0.070	1.330	-1.123	3.18e-90
CA2	ENSG00000104267.9	8.680	23.920	-1.364	1.05e-31
CA3	ENSG00000164879.6	1.070	14.960	-2.947	1.68e-159
CA4	ENSG00000167434.9	0.910	81.661	-5.436	3.11e-297
CA9	ENSG00000107159.12	5.400	0.140	2.489	5.97e-82
CAB39L	ENSG00000102547.18	4.210	15.899	-1.698	6.80e-138
CABYR	ENSG00000154040.20	4.840	1.380	1.295	1.17e-49
CACNA1C	ENSG00000151067.20	1.290	7.320	-1.861	5.37e-149
CACNA1D	ENSG00000157388.13	1.460	6.250	-1.559	3.15e-93
CACNA1H	ENSG00000196557.10	1.540	17.140	-2.836	1.45e-123
CACNA2D2	ENSG00000007402.11	6.950	42.739	-2.460	3.24e-63
CACNA2D3	ENSG00000157445.14	0.440	2.130	-1.120	1.29e-92
CACNB1	ENSG00000067191.15	6.090	15.850	-1.249	4.06e-43
CACNB2	ENSG00000165995.18	0.630	3.640	-1.509	4.55e-118
CADM3	ENSG00000162706.12	0.800	3.640	-1.366	9.06e-71
CADM3-AS1	ENSG00000225670.4	0.100	1.960	-1.428	1.25e-163
CADM4	ENSG00000105767.2	12.400	4.470	1.293	8.06e-80
CAHM	ENSG00000270419.1	0.490	2.690	-1.308	3.07e-134
CALCOCO1	ENSG00000012822.15	39.711	135.984	-1.751	3.29e-164
CALCRL	ENSG00000064989.12	7.450	44.699	-2.435	2.19e-186
CALD1	ENSG00000122786.19	47.570	147.359	-1.611	8.98e-98
CALHM2	ENSG00000138172.10	11.710	31.291	-1.345	1.35e-113
CAMK2N1	ENSG00000162545.5	11.760	62.348	-2.312	3.16e-109
CAMP	ENSG00000164047.4	0.420	3.240	-1.578	5.40e-90
CAMTA2	ENSG00000108509.20	26.241	65.648	-1.291	2.94e-94
CANT1	ENSG00000171302.16	48.819	20.060	1.242	4.66e-117
CAPN12	ENSG00000182472.8	13.420	4.200	1.471	2.52e-49
CAPN3	ENSG00000092529.22	4.490	34.779	-2.704	4.03e-140
CAPN9	ENSG00000135773.12	1.600	4.430	-1.062	8.72e-9
CAPRIN2	ENSG00000110888.17	6.070	17.629	-1.398	1.36e-94
CARD16	ENSG00000204397.7	26.790	63.592	-1.217	6.95e-80
CARD8	ENSG00000105483.16	16.549	39.990	-1.224	3.21e-130
CASC3	ENSG00000108349.14	30.849	66.412	-1.082	1.66e-92
CASKIN2	ENSG00000177303.9	8.320	41.220	-2.179	6.59e-195
CASP1	ENSG00000137752.22	24.939	54.221	-1.090	4.92e-73
CASP12	ENSG00000204403.9	0.160	2.020	-1.380	9.92e-161
CASP6	ENSG00000138794.9	22.841	10.680	1.029	9.97e-119
CASQ2	ENSG00000118729.11	0.220	3.430	-1.860	3.18e-166
CASS4	ENSG00000087589.16	2.720	12.650	-1.876	3.05e-136
CASZ1	ENSG00000130940.14	5.690	15.911	-1.338	4.21e-114
CAT	ENSG00000121691.4	46.090	101.440	-1.121	2.12e-63
CATIP	ENSG00000158428.3	0.630	2.690	-1.179	4.97e-61
CATIP-AS1	ENSG00000225062.1	0.900	4.130	-1.433	3.12e-82
CAV1	ENSG00000105974.11	36.709	307.981	-3.035	5.46e-146
CAV2	ENSG00000105971.14	35.041	108.277	-1.600	2.77e-74
CBFA2T3	ENSG00000129993.14	1.740	14.590	-2.508	5.87e-187
CBLC	ENSG00000142273.10	11.580	1.430	2.372	3.63e-171
CBX7	ENSG00000100307.12	8.810	37.190	-1.961	3.58e-156
CCBE1	ENSG00000183287.13	0.750	9.390	-2.570	7.95e-160
CCDC102B	ENSG00000150636.15	4.020	14.150	-1.593	3.80e-123
CCDC130	ENSG00000104957.13	17.480	58.201	-1.680	1.42e-104
CCDC14	ENSG00000175455.14	15.820	35.779	-1.129	3.74e-43
CCDC141	ENSG00000163492.13	0.200	1.660	-1.148	3.97e-75
CCDC146	ENSG00000135205.14	2.820	7.090	-1.083	3.38e-52
CCDC152	ENSG00000198865.9	1.240	4.520	-1.301	5.96e-134
CCDC159	ENSG00000183401.11	23.620	50.150	-1.055	3.20e-64
CCDC167	ENSG00000198937.8	37.940	13.140	1.461	4.73e-137
CCDC17	ENSG00000159588.14	0.920	5.920	-1.850	3.14e-66
CCDC180	ENSG00000197816.13	1.200	5.450	-1.552	3.50e-101
CCDC3	ENSG00000151468.10	6.390	15.690	-1.175	1.20e-54
CCDC34	ENSG00000109881.16	7.710	2.120	1.481	6.07e-115
CCDC37	ENSG00000163885.11	0.250	2.440	-1.460	1.35e-45
CCDC39	ENSG00000145075.11	0.410	2.910	-1.471	8.84e-113
CCDC66	ENSG00000180376.16	5.590	12.400	-1.024	1.83e-80
CCDC68	ENSG00000166510.13	3.250	10.620	-1.451	1.03e-97
CCDC69	ENSG00000198624.12	13.120	49.210	-1.830	3.51e-148
CCDC78	ENSG00000162004.16	2.910	7.810	-1.172	3.35e-27
CCDC84	ENSG00000186166.8	16.480	51.732	-1.593	3.40e-79
CCDC85A	ENSG00000055813.5	0.460	2.860	-1.403	2.33e-135
CCDC85B	ENSG00000175602.3	10.440	39.590	-1.827	1.21e-120
CCDC88A	ENSG00000115355.15	6.520	15.100	-1.098	2.94e-89
CCDC93	ENSG00000125633.10	8.570	18.390	-1.019	5.07e-76
CCK	ENSG00000187094.11	0.070	1.320	-1.116	1.86e-49
CCL14	ENSG00000276409.4	12.320	59.979	-2.195	1.73e-69
CCL15	ENSG00000275718.1	0.200	1.400	-1.000	2.62e-29
CCL15-CCL14	ENSG00000275688.4	1.120	8.420	-2.152	4.91e-83
CCL19	ENSG00000172724.11	32.170	15.050	1.047	3.02e-8
CCL20	ENSG00000115009.11	19.849	6.260	1.522	2.13e-17
CCL21	ENSG00000137077.7	51.019	147.430	-1.513	1.26e-41
CCL22	ENSG00000102962.4	3.810	0.850	1.379	7.72e-52
CCL23	ENSG00000274736.4	1.960	18.420	-2.714	3.24e-165
CCM2L	ENSG00000101331.15	1.560	11.430	-2.280	1.75e-188
CCNA2	ENSG00000145386.9	6.670	1.710	1.501	3.76e-82
CCNB1	ENSG00000134057.14	30.420	3.970	2.660	7.46e-174
CCNB2	ENSG00000157456.7	12.960	1.460	2.505	6.00e-147
CCND2	ENSG00000118971.7	6.740	17.349	-1.245	8.92e-89
CCNE1	ENSG00000105173.13	4.020	1.190	1.197	1.05e-76
CCNF	ENSG00000162063.12	4.730	1.400	1.255	4.78e-113
CCNI2	ENSG00000205089.7	1.950	5.150	-1.060	6.36e-75
CCNL1	ENSG00000163660.11	38.851	175.776	-2.149	6.93e-134
CCNL2	ENSG00000221978.11	63.118	203.656	-1.674	5.29e-60
CCNO	ENSG00000152669.8	4.590	0.660	1.752	7.61e-52
CCR10	ENSG00000184451.5	0.660	2.890	-1.229	3.41e-50
CCRL2	ENSG00000121797.9	4.450	13.090	-1.370	2.59e-92
CCT3	ENSG00000163468.14	197.498	78.329	1.323	7.52e-146
CCT5	ENSG00000150753.11	189.505	87.991	1.098	3.59e-89
CD109	ENSG00000156535.13	2.610	6.430	-1.041	1.07e-27
CD163	ENSG00000177575.12	35.621	141.102	-1.956	6.60e-80
CD177	ENSG00000204936.9	0.520	5.440	-2.083	2.92e-44
CD1A	ENSG00000158477.6	1.660	0.220	1.125	1.98e-40
CD207	ENSG00000116031.8	1.640	0.290	1.033	1.14e-31
CD22	ENSG00000012124.14	3.190	7.600	-1.037	2.75e-37
CD24	ENSG00000272398.5	189.479	26.841	2.774	1.36e-114
CD27	ENSG00000139193.3	11.490	3.790	1.383	7.20e-54
CD274	ENSG00000120217.13	3.690	14.050	-1.682	3.83e-78
CD2AP	ENSG00000198087.7	25.950	11.070	1.159	3.30e-99
CD300C	ENSG00000167850.3	2.260	6.720	-1.244	5.73e-82
CD300E	ENSG00000186407.6	0.920	10.060	-2.526	2.60e-163
CD300LF	ENSG00000186074.18	4.930	15.760	-1.499	2.24e-84
CD300LG	ENSG00000161649.12	0.060	8.390	-3.147	6.95e-207
CD302	ENSG00000241399.6	12.180	35.700	-1.477	1.89e-86
CD33	ENSG00000105383.14	5.250	17.410	-1.559	3.44e-108
CD34	ENSG00000174059.16	17.259	53.249	-1.571	1.19e-98
CD36	ENSG00000135218.17	8.280	71.332	-2.962	5.76e-151
CD37	ENSG00000104894.11	36.790	81.368	-1.124	8.85e-63
CD52	ENSG00000169442.8	120.918	291.771	-1.264	1.94e-53
CD53	ENSG00000143119.12	55.521	118.504	-1.080	1.41e-69
CD69	ENSG00000110848.8	6.150	20.220	-1.569	9.39e-78
CD79A	ENSG00000105369.9	22.441	4.310	2.142	8.46e-69
CD82	ENSG00000085117.11	47.100	100.148	-1.072	4.25e-54
CD93	ENSG00000125810.9	12.720	62.638	-2.214	4.78e-167
CDC14A	ENSG00000079335.17	2.010	5.550	-1.122	1.13e-118
CDC20	ENSG00000117399.13	22.011	1.820	3.029	1.64e-159
CDC25B	ENSG00000101224.17	36.359	82.418	-1.159	5.71e-45
CDC25C	ENSG00000158402.18	2.220	0.230	1.388	7.11e-120
CDC42EP2	ENSG00000149798.4	7.080	18.750	-1.289	7.87e-85
CDC45	ENSG00000093009.9	5.550	1.010	1.704	2.17e-92
CDC6	ENSG00000094804.9	6.340	0.800	2.028	2.23e-107
CDCA2	ENSG00000184661.13	1.950	0.300	1.182	1.07e-99
CDCA3	ENSG00000111665.11	10.200	2.490	1.682	2.20e-75
CDCA4	ENSG00000170779.10	9.110	3.900	1.045	1.60e-102
CDCA5	ENSG00000146670.9	8.500	1.360	2.009	1.57e-108
CDCA7	ENSG00000144354.13	8.980	1.010	2.312	3.73e-137
CDCA8	ENSG00000134690.10	7.860	1.180	2.023	1.99e-141
CDCP1	ENSG00000163814.7	13.090	4.600	1.331	6.69e-64
CDH1	ENSG00000039068.18	105.280	25.591	1.999	5.66e-132
CDH12P1	ENSG00000254335.1	1.030	3.350	-1.100	9.78e-38
CDH12P3	ENSG00000253492.1	1.030	3.340	-1.096	6.49e-37
CDH13	ENSG00000140945.15	3.450	25.460	-2.572	5.82e-171
CDH23	ENSG00000107736.19	0.950	8.490	-2.283	4.64e-204
CDH3	ENSG00000062038.13	39.711	3.540	3.165	1.85e-120
CDH5	ENSG00000179776.17	11.530	88.738	-2.840	1.57e-231
CDH6	ENSG00000113361.12	1.060	4.780	-1.488	3.03e-93
CDHR3	ENSG00000128536.15	1.660	7.300	-1.642	9.83e-35
CDHR4	ENSG00000187492.8	0.350	2.110	-1.204	1.87e-30
CDK1	ENSG00000170312.15	17.360	3.540	2.016	9.64e-118
CDK10	ENSG00000185324.21	40.461	84.260	-1.040	4.20e-45
CDK11A	ENSG00000008128.22	20.340	79.192	-1.910	1.08e-87
CDK3	ENSG00000250506.6	4.060	12.340	-1.399	8.84e-61
CDKL1	ENSG00000100490.9	2.750	7.540	-1.187	2.70e-68
CDKL5	ENSG00000008086.10	1.940	5.000	-1.029	1.49e-108
CDKN1A	ENSG00000124762.13	64.400	137.586	-1.083	5.07e-62
CDKN1C	ENSG00000129757.12	12.080	32.940	-1.376	7.11e-71
CDKN2A	ENSG00000147889.16	10.050	2.240	1.770	4.98e-57
CDKN2D	ENSG00000129355.6	7.970	23.681	-1.460	5.85e-116
CDKN3	ENSG00000100526.19	12.740	1.750	2.321	9.30e-126
CDO1	ENSG00000129596.4	0.820	9.880	-2.580	3.15e-221
CDRT4	ENSG00000239704.10	2.480	8.230	-1.407	2.25e-34
CDT1	ENSG00000167513.8	6.420	1.150	1.787	1.12e-104
CEACAM1	ENSG00000079385.21	19.251	6.600	1.414	2.66e-47
CEACAM19	ENSG00000186567.12	3.880	9.770	-1.142	1.42e-46
CEACAM21	ENSG00000007129.17	2.580	7.000	-1.160	3.09e-62
CEACAM3	ENSG00000170956.16	0.460	2.840	-1.395	2.06e-114
CEACAM4	ENSG00000105352.10	0.960	4.270	-1.427	8.52e-70
CEACAM5	ENSG00000105388.14	83.470	2.680	4.521	5.79e-95
CEACAM6	ENSG00000086548.8	607.819	173.176	1.805	2.03e-29
CEBPB	ENSG00000172216.5	49.261	133.972	-1.425	1.68e-85
CEBPD	ENSG00000221869.4	46.782	137.414	-1.534	2.59e-81
CELF2	ENSG00000048740.17	11.480	29.290	-1.279	3.41e-89
CELF6	ENSG00000140488.14	0.510	4.920	-1.971	1.08e-153
CEMP1	ENSG00000205923.3	2.380	5.820	-1.013	5.97e-33
CENPA	ENSG00000115163.14	5.960	0.640	2.085	8.99e-123
CENPF	ENSG00000117724.12	16.370	1.410	2.850	4.39e-147
CENPH	ENSG00000153044.9	6.890	2.630	1.120	4.61e-109
CENPI	ENSG00000102384.13	2.030	0.490	1.024	4.42e-83
CENPK	ENSG00000123219.12	4.800	1.710	1.098	5.63e-68
CENPL	ENSG00000120334.15	4.940	1.950	1.010	3.66e-112
CENPM	ENSG00000100162.14	11.680	2.830	1.727	1.07e-76
CENPN	ENSG00000166451.13	10.050	4.110	1.113	2.36e-73
CENPT	ENSG00000102901.12	14.960	58.468	-1.898	3.77e-112
CENPU	ENSG00000151725.11	9.610	2.520	1.592	2.00e-104
CENPW	ENSG00000203760.8	12.730	4.660	1.279	6.39e-71
CEP55	ENSG00000138180.15	8.500	0.730	2.457	3.41e-147
CEP95	ENSG00000258890.6	16.290	38.260	-1.183	2.66e-68
CES1	ENSG00000198848.12	38.969	230.304	-2.533	2.02e-67
CES4A	ENSG00000172824.14	4.810	12.520	-1.219	1.90e-43
CFAP69	ENSG00000105792.19	1.690	5.050	-1.169	9.56e-81
CFAP70	ENSG00000156042.17	0.990	4.310	-1.416	1.90e-63
CFD	ENSG00000197766.7	19.401	261.886	-3.688	3.85e-192
CFL2	ENSG00000165410.14	14.590	33.990	-1.166	2.94e-68
CFLAR	ENSG00000003402.19	58.318	159.376	-1.435	5.42e-98
CFLAR-AS1	ENSG00000226312.7	0.840	5.030	-1.712	7.63e-116
CFP	ENSG00000126759.12	3.030	15.990	-2.076	2.10e-167
CGNL1	ENSG00000128849.10	5.200	13.670	-1.242	8.96e-69
CH17-212P11.4	ENSG00000282600.1	1.590	0.000	1.373	1.11e-64
CH17-224D4.1	ENSG00000282639.1	2.590	0.330	1.433	1.67e-29
CH17-224D4.2	ENSG00000282651.1	5.020	0.730	1.799	3.33e-21
CH17-258A22.4	ENSG00000274615.1	1.560	6.060	-1.464	1.18e-57
CH17-360D5.2	ENSG00000276850.4	0.840	9.670	-2.536	3.64e-118
CH17-472G23.4	ENSG00000275131.1	0.880	5.800	-1.855	7.73e-154
CH507-513H4.5	ENSG00000281383.1	3.900	0.380	1.828	3.00e-75
CHAF1B	ENSG00000159259.7	3.180	1.080	1.007	3.25e-102
CHEK1	ENSG00000149554.12	6.440	1.470	1.591	3.10e-111
CHI3L2	ENSG00000064886.13	9.550	35.569	-1.793	1.91e-60
CHIAP2	ENSG00000203878.11	0.120	2.490	-1.640	5.55e-44
CHIT1	ENSG00000133063.15	21.520	5.430	1.808	2.33e-18
CHKB	ENSG00000100288.19	35.189	96.468	-1.429	5.00e-77
CHMP4C	ENSG00000164695.4	16.290	4.980	1.532	4.59e-131
CHN1	ENSG00000128656.13	9.630	20.369	-1.007	1.20e-61
CHPT1	ENSG00000111666.10	21.240	50.628	-1.215	3.12e-71
CHRD	ENSG00000090539.15	2.800	10.990	-1.658	4.63e-46
CHRDL1	ENSG00000101938.14	3.780	66.560	-3.821	3.75e-208
CHRM1	ENSG00000168539.3	0.030	1.410	-1.226	2.60e-133
CHRNA5	ENSG00000169684.13	3.630	0.440	1.685	1.59e-97
CILP2	ENSG00000160161.9	2.180	0.230	1.370	4.48e-77
CISD2	ENSG00000145354.9	27.210	12.220	1.093	2.33e-127
CKAP2L	ENSG00000169607.12	2.590	0.360	1.400	1.94e-100
CKM	ENSG00000104879.4	0.300	2.650	-1.489	1.30e-44
CKMT1A	ENSG00000223572.9	6.490	0.870	2.002	1.11e-65
CKMT1B	ENSG00000237289.9	6.240	0.860	1.961	2.61e-70
CKS1B	ENSG00000173207.12	92.212	31.460	1.522	6.73e-136
CKS1BP3	ENSG00000268942.2	7.930	0.000	3.159	7.02e-124
CKS2	ENSG00000123975.4	61.452	24.429	1.296	1.97e-76
CLASRP	ENSG00000104859.14	29.619	92.821	-1.615	7.48e-79
CLCN6	ENSG00000011021.21	4.700	16.600	-1.627	1.01e-142
CLDN1	ENSG00000163347.5	20.831	5.550	1.737	1.27e-48
CLDN10	ENSG00000134873.9	5.060	1.580	1.232	5.07e-34
CLDN11	ENSG00000013297.10	1.780	7.800	-1.662	1.92e-98
CLDN15	ENSG00000106404.13	3.600	12.170	-1.518	1.84e-94
CLDN18	ENSG00000066405.12	3.770	98.277	-4.379	1.95e-118
CLDN2	ENSG00000165376.10	1.620	0.130	1.213	2.15e-41
CLDN3	ENSG00000165215.6	78.973	11.540	2.673	1.55e-111
CLDN4	ENSG00000189143.9	289.977	76.240	1.913	5.12e-109
CLDN5	ENSG00000184113.9	15.360	323.876	-4.312	4.85e-253
CLDND2	ENSG00000160318.6	0.750	2.750	-1.100	8.89e-89
CLEC12A	ENSG00000172322.13	2.600	13.810	-2.040	9.47e-123
CLEC12B	ENSG00000256660.5	0.080	1.500	-1.211	5.45e-129
CLEC14A	ENSG00000176435.6	10.660	60.719	-2.404	5.98e-170
CLEC1A	ENSG00000150048.10	1.690	16.030	-2.662	2.19e-235
CLEC1B	ENSG00000165682.14	0.090	1.290	-1.071	9.06e-124
CLEC2B	ENSG00000110852.4	8.850	31.749	-1.733	1.08e-117
CLEC3B	ENSG00000163815.5	13.590	187.298	-3.690	2.25e-199
CLEC4D	ENSG00000166527.7	0.230	1.530	-1.040	7.65e-103
CLEC4E	ENSG00000166523.7	2.970	19.251	-2.351	2.13e-122
CLEC4M	ENSG00000104938.16	0.050	2.110	-1.567	3.71e-114
CLEC7A	ENSG00000172243.17	12.450	39.040	-1.574	4.70e-88
CLIC3	ENSG00000169583.12	16.340	52.008	-1.612	5.83e-55
