Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
APBB1	ENSG00000166313.18	6.440	39.710	-2.452	4.19e-209
APBB1IP	ENSG00000077420.15	3.720	15.895	-1.840	1.51e-143
APBB2	ENSG00000163697.16	7.145	22.545	-1.531	1.78e-126
APBB3	ENSG00000113108.17	8.120	39.121	-2.137	5.53e-136
APEX2	ENSG00000169188.4	19.635	8.875	1.063	1.07e-140
APOA1	ENSG00000118137.9	0.160	1.910	-1.327	8.57e-111
APOA1BP	ENSG00000163382.11	134.965	56.061	1.253	8.64e-141
APOBEC3A	ENSG00000128383.12	3.065	14.090	-1.892	4.78e-50
APOBEC3B	ENSG00000179750.15	21.595	1.605	3.117	3.01e-190
APOBEC3C	ENSG00000244509.3	34.195	14.075	1.223	8.22e-91
APOBR	ENSG00000184730.10	2.855	12.710	-1.830	3.03e-124
APOC2	ENSG00000234906.8	5.225	2.020	1.044	1.19e-15
APOD	ENSG00000189058.8	14.265	110.618	-2.870	1.75e-91
APOH	ENSG00000091583.10	0.075	2.085	-1.521	3.66e-86
APOL3	ENSG00000128284.19	12.195	59.020	-2.185	4.15e-148
APOLD1	ENSG00000178878.12	3.400	14.845	-1.848	1.39e-108
APOO	ENSG00000184831.13	24.390	10.605	1.129	1.08e-112
AQP1	ENSG00000240583.10	37.960	632.862	-4.024	7.13e-227
AQP4	ENSG00000171885.13	2.180	34.930	-3.498	5.14e-119
AQP5	ENSG00000161798.6	1.020	5.660	-1.721	9.94e-31
AQP7	ENSG00000165269.12	0.130	1.850	-1.335	1.24e-154
AQP9	ENSG00000103569.9	2.730	17.864	-2.338	1.08e-145
ARAP1	ENSG00000186635.14	42.095	114.304	-1.420	1.05e-136
ARAP2	ENSG00000047365.11	4.850	11.355	-1.079	9.19e-87
ARAP3	ENSG00000120318.15	4.740	28.824	-2.377	1.26e-202
ARC	ENSG00000198576.3	0.230	3.985	-2.019	1.20e-140
AREG	ENSG00000109321.10	11.955	32.941	-1.390	5.90e-27
ARG1	ENSG00000118520.13	0.090	3.670	-2.099	1.68e-116
ARGLU1	ENSG00000134884.13	39.325	248.430	-2.629	3.77e-169
ARHGAP10	ENSG00000071205.11	5.850	16.165	-1.325	2.22e-132
ARHGAP11A	ENSG00000198826.10	9.175	1.315	2.136	2.72e-199
ARHGAP15	ENSG00000075884.12	4.055	13.230	-1.493	6.50e-108
ARHGAP17	ENSG00000140750.16	22.000	46.339	-1.041	5.31e-126
ARHGAP18	ENSG00000146376.10	6.490	18.805	-1.403	8.74e-128
ARHGAP20	ENSG00000137727.12	0.430	2.570	-1.320	1.03e-144
ARHGAP25	ENSG00000163219.11	8.605	20.359	-1.153	2.33e-99
ARHGAP26	ENSG00000145819.15	5.510	15.985	-1.384	1.56e-108
ARHGAP27	ENSG00000159314.11	17.230	44.359	-1.315	1.03e-86
ARHGAP29	ENSG00000137962.12	2.985	26.883	-2.807	7.76e-217
ARHGAP30	ENSG00000186517.13	7.085	23.506	-1.600	1.97e-126
ARHGAP31	ENSG00000031081.10	2.585	13.140	-1.980	4.64e-192
ARHGAP33	ENSG00000004777.18	3.715	10.460	-1.281	2.85e-36
ARHGAP4	ENSG00000089820.15	15.840	75.940	-2.192	4.54e-109
ARHGAP44	ENSG00000006740.16	1.680	12.740	-2.358	9.33e-192
ARHGAP6	ENSG00000047648.21	0.495	14.735	-3.396	0.00e+0
ARHGAP9	ENSG00000123329.17	9.585	54.824	-2.399	2.62e-160
ARHGDIB	ENSG00000111348.8	110.461	239.618	-1.110	2.09e-64
ARHGEF1	ENSG00000076928.17	47.965	176.802	-1.860	1.76e-126
ARHGEF10	ENSG00000104728.15	4.700	33.425	-2.594	1.32e-229
ARHGEF10L	ENSG00000074964.16	8.665	22.325	-1.271	1.30e-100
ARHGEF15	ENSG00000198844.10	1.745	23.795	-3.175	3.85e-293
ARHGEF17	ENSG00000110237.3	7.545	59.309	-2.819	1.66e-218
ARHGEF19	ENSG00000142632.16	22.460	7.320	1.496	6.04e-119
ARHGEF2	ENSG00000116584.17	26.835	108.582	-1.977	2.86e-184
ARHGEF25	ENSG00000240771.6	10.075	22.810	-1.104	1.38e-62
ARHGEF26	ENSG00000114790.12	5.840	22.330	-1.770	2.94e-96
ARHGEF35	ENSG00000213214.4	11.625	3.675	1.433	1.07e-53
ARHGEF38	ENSG00000236699.8	0.420	2.785	-1.414	1.37e-95
ARHGEF39	ENSG00000137135.17	5.355	2.135	1.019	2.37e-67
ARHGEF4	ENSG00000136002.16	16.280	6.210	1.261	4.97e-36
ARHGEF40	ENSG00000165801.9	8.210	32.436	-1.860	1.37e-150
ARHGEF6	ENSG00000129675.15	3.160	16.840	-2.100	4.44e-197
ARHGEF7	ENSG00000102606.17	15.480	40.115	-1.319	1.32e-106
ARID4A	ENSG00000032219.18	3.775	9.955	-1.198	1.01e-147
ARID5A	ENSG00000196843.15	17.070	56.396	-1.667	7.03e-116
ARL17A	ENSG00000185829.15	4.120	9.525	-1.040	9.16e-50
ARL4C	ENSG00000188042.7	35.349	15.925	1.103	6.55e-66
ARL4D	ENSG00000175906.4	25.639	11.620	1.078	4.09e-20
ARL6IP1	ENSG00000170540.14	133.162	55.941	1.236	4.61e-134
ARL6IP6	ENSG00000177917.10	29.045	13.760	1.025	1.74e-95
ARMC1	ENSG00000104442.9	19.540	9.065	1.029	1.32e-132
ARMC9	ENSG00000135931.17	5.355	12.465	-1.083	3.44e-54
ARMCX1	ENSG00000126947.11	5.255	17.140	-1.536	1.53e-114
ARMCX4	ENSG00000196440.11	2.570	9.530	-1.561	1.34e-137
ARNTL	ENSG00000133794.17	7.440	24.040	-1.569	4.39e-124
ARNTL2	ENSG00000029153.14	19.740	1.700	2.941	1.76e-206
ARPC4-TTLL3	ENSG00000250151.9	3.900	16.390	-1.827	1.20e-153
ARRB1	ENSG00000137486.16	5.770	43.696	-2.723	9.50e-221
ARRB2	ENSG00000141480.17	31.129	149.333	-2.226	2.25e-224
ARRDC1	ENSG00000197070.13	37.314	77.646	-1.037	1.48e-66
ARRDC2	ENSG00000105643.9	12.335	66.826	-2.347	2.80e-199
ART4	ENSG00000111339.10	0.115	1.750	-1.302	9.06e-154
ARTN	ENSG00000117407.16	14.550	1.195	2.825	4.32e-111
ARVCF	ENSG00000099889.13	6.775	15.985	-1.127	7.03e-46
ASAH1	ENSG00000104763.17	77.096	206.392	-1.409	8.44e-109
ASAP3	ENSG00000088280.18	7.970	19.640	-1.202	9.44e-97
ASF1B	ENSG00000105011.8	21.870	1.595	3.140	6.55e-252
ASGR1	ENSG00000141505.11	1.480	4.475	-1.142	4.09e-104
ASGR2	ENSG00000161944.16	0.480	2.135	-1.083	1.47e-88
ASIC1	ENSG00000110881.11	2.495	0.690	1.048	2.47e-68
ASIC3	ENSG00000213199.7	0.900	5.595	-1.795	3.49e-110
ASMTL-AS1	ENSG00000236017.7	2.820	19.140	-2.398	3.68e-98
ASPA	ENSG00000108381.10	0.110	2.570	-1.685	2.41e-254
ASPM	ENSG00000066279.16	7.130	0.375	2.564	6.30e-246
ASRGL1	ENSG00000162174.12	5.255	28.964	-2.260	1.48e-133
ASUN	ENSG00000064102.14	23.510	9.415	1.235	8.53e-142
ASXL1	ENSG00000171456.16	22.410	49.900	-1.121	1.09e-75
ATAD2	ENSG00000156802.12	14.470	4.105	1.599	4.12e-159
ATAD3C	ENSG00000215915.9	1.935	5.135	-1.064	9.59e-35
ATF3	ENSG00000162772.16	31.195	85.686	-1.429	1.99e-42
ATF5	ENSG00000169136.8	38.525	18.640	1.009	5.13e-71
ATG16L2	ENSG00000168010.10	8.760	82.721	-3.101	3.61e-193
ATG2B	ENSG00000066739.11	4.145	10.215	-1.124	7.89e-96
ATHL1	ENSG00000142102.15	15.420	122.657	-2.913	8.42e-109
ATOH8	ENSG00000168874.12	1.830	50.720	-4.192	5.18e-263
ATP10A	ENSG00000206190.11	1.200	8.180	-2.061	2.73e-173
ATP11A	ENSG00000068650.18	9.045	42.779	-2.124	8.75e-150
ATP11B	ENSG00000058063.15	36.146	14.595	1.252	7.05e-74
ATP13A4	ENSG00000127249.14	2.620	35.620	-3.339	7.30e-165
ATP13A4-AS1	ENSG00000225473.1	0.060	2.395	-1.679	3.75e-50
ATP1A1-AS1	ENSG00000203865.9	1.425	4.310	-1.131	1.38e-115
ATP1A2	ENSG00000018625.14	0.130	5.580	-2.542	5.84e-256
ATP1B1	ENSG00000143153.12	137.205	57.386	1.243	8.28e-56
ATP1B2	ENSG00000129244.8	0.415	2.995	-1.497	1.33e-138
ATP2A3	ENSG00000074370.17	8.180	36.395	-2.026	3.55e-120
ATP2C2	ENSG00000064270.12	5.975	18.460	-1.480	7.79e-48
ATP5G1	ENSG00000159199.13	222.652	88.425	1.323	1.82e-119
ATP5G3	ENSG00000154518.9	317.860	152.868	1.051	1.58e-93
ATP5J2	ENSG00000241468.7	668.344	288.583	1.209	5.83e-129
ATP5J2-PTCD1	ENSG00000248919.7	6.105	2.135	1.180	1.50e-123
ATP5L	ENSG00000167283.7	404.500	193.185	1.062	3.87e-112
ATP6V0A1	ENSG00000033627.14	21.345	52.771	-1.267	5.09e-139
ATP6V1B2	ENSG00000147416.10	41.740	90.302	-1.095	1.32e-112
ATP6V1E2	ENSG00000250565.6	8.295	3.435	1.068	1.97e-85
ATP8A1	ENSG00000124406.16	1.700	14.830	-2.552	3.85e-212
ATP8B2	ENSG00000143515.16	8.825	25.279	-1.419	1.68e-94
ATXN7	ENSG00000163635.17	4.860	11.615	-1.106	4.42e-117
AUNIP	ENSG00000127423.10	3.790	0.300	1.882	1.00e-244
AURKA	ENSG00000087586.17	20.559	1.685	3.005	3.38e-297
AURKB	ENSG00000178999.12	32.225	2.285	3.338	6.48e-244
AVIL	ENSG00000135407.10	2.695	6.570	-1.035	1.70e-39
AXIN2	ENSG00000168646.12	2.960	18.200	-2.278	3.90e-163
AXL	ENSG00000167601.11	9.065	24.179	-1.323	2.50e-73
AZGP1	ENSG00000160862.12	2.700	10.090	-1.584	3.66e-18
AZIN1	ENSG00000155096.13	71.209	33.000	1.087	2.39e-99
AZU1	ENSG00000172232.9	0.070	4.200	-2.281	1.32e-161
B3GALNT2	ENSG00000162885.12	11.990	5.110	1.088	4.61e-85
B3GNT3	ENSG00000179913.10	4.910	0.320	2.163	6.77e-105
B3GNT5	ENSG00000176597.11	41.860	12.855	1.629	3.07e-88
B3GNT7	ENSG00000156966.6	3.875	16.530	-1.846	4.97e-106
B3GNT8	ENSG00000177191.2	5.355	13.305	-1.171	1.24e-36
B4GALNT1	ENSG00000135454.13	5.310	1.555	1.304	3.76e-55
B4GALNT4	ENSG00000182272.11	15.180	0.710	3.242	2.80e-161
B4GALT2	ENSG00000117411.16	48.200	20.780	1.176	4.19e-100
B4GALT4	ENSG00000121578.12	32.640	12.700	1.296	1.15e-87
BAG4	ENSG00000156735.10	10.435	4.290	1.112	1.60e-89
BAHCC1	ENSG00000266074.8	3.605	8.820	-1.093	8.33e-80
BAIAP3	ENSG00000007516.13	1.640	6.130	-1.433	5.07e-71
BANF1	ENSG00000175334.7	244.653	112.903	1.109	1.33e-125
BARX1	ENSG00000131668.13	3.075	0.030	1.984	1.11e-80
BARX2	ENSG00000043039.6	3.875	0.150	2.084	4.80e-83
BATF3	ENSG00000123685.8	3.370	8.950	-1.187	2.57e-82
BAZ2B	ENSG00000123636.17	8.245	18.085	-1.046	1.09e-96
BBOX1-AS1	ENSG00000254560.5	7.575	0.000	3.100	1.16e-213
BCAR3	ENSG00000137936.16	7.370	17.050	-1.109	1.12e-56
BCAS4	ENSG00000124243.17	11.755	3.260	1.582	6.88e-129
BCHE	ENSG00000114200.9	2.015	6.735	-1.359	4.23e-26
BCL11A	ENSG00000119866.20	13.850	1.620	2.503	7.99e-158
BCL2A1	ENSG00000140379.7	10.760	45.296	-1.977	3.55e-96
BCL2L10	ENSG00000137875.4	1.515	0.040	1.274	1.09e-114
BCL2L12	ENSG00000126453.9	33.225	13.225	1.267	2.47e-143
BCL3	ENSG00000069399.12	52.665	109.049	-1.036	7.06e-47
BCL6	ENSG00000113916.17	35.865	131.798	-1.849	8.73e-120
BCL6B	ENSG00000161940.10	2.800	20.220	-2.481	1.75e-206
BCO2	ENSG00000197580.11	1.260	3.840	-1.099	2.48e-73
BCRP3	ENSG00000215481.8	2.095	10.285	-1.866	2.90e-139
BDH1	ENSG00000161267.11	34.020	7.440	2.053	6.98e-119
BDH2	ENSG00000164039.14	17.600	50.471	-1.468	1.30e-144
BEND7	ENSG00000165626.16	2.885	11.290	-1.661	2.46e-102
BEST1	ENSG00000167995.15	1.740	10.115	-2.020	1.30e-226
BET1P1	ENSG00000241134.3	0.000	2.650	-1.868	2.60e-181
BEX1	ENSG00000133169.5	0.345	2.275	-1.284	3.85e-9
BEX5	ENSG00000184515.10	2.900	10.010	-1.497	4.28e-65
BHMT2	ENSG00000132840.9	0.380	3.920	-1.834	1.50e-122
BICC1	ENSG00000122870.11	2.165	5.405	-1.017	1.73e-54
BID	ENSG00000015475.18	63.460	20.540	1.581	4.85e-139
BIK	ENSG00000100290.2	13.630	1.475	2.563	2.28e-179
BIN2	ENSG00000110934.10	4.200	21.805	-2.133	8.62e-169
BIRC3	ENSG00000023445.13	7.250	18.045	-1.207	2.62e-41
BIRC5	ENSG00000089685.14	40.661	1.305	4.176	1.33e-300
BLM	ENSG00000197299.10	7.050	1.655	1.600	4.36e-157
BMP2	ENSG00000125845.6	3.525	12.415	-1.568	8.91e-77
BMP4	ENSG00000125378.15	3.185	9.070	-1.267	7.89e-52
BMP5	ENSG00000112175.7	0.505	7.035	-2.417	1.12e-159
BMP6	ENSG00000153162.8	1.430	7.415	-1.792	4.10e-114
BMP7	ENSG00000101144.12	46.011	1.660	4.143	5.78e-155
BMPER	ENSG00000164619.8	0.440	6.965	-2.468	1.61e-187
BMPR1APS2	ENSG00000232460.4	1.385	0.125	1.084	1.02e-69
BMPR2	ENSG00000204217.12	8.470	22.250	-1.296	1.62e-127
BMX	ENSG00000102010.14	0.310	2.885	-1.568	2.92e-153
BNC1	ENSG00000169594.12	8.650	0.080	3.159	1.49e-138
BNC2	ENSG00000173068.17	0.640	2.630	-1.146	5.22e-88
BOLA2	ENSG00000183336.7	16.490	6.810	1.163	5.03e-85
BOLA2B	ENSG00000169627.7	143.832	37.454	1.913	1.15e-192
BOLA3	ENSG00000163170.11	65.375	24.755	1.366	4.42e-124
BOP1	ENSG00000261236.5	44.475	19.580	1.144	5.16e-79
BORA	ENSG00000136122.15	6.265	1.965	1.293	2.87e-153
bP-21264C1.1	ENSG00000279208.1	0.230	4.560	-2.176	3.48e-169
bP-2189O9.2	ENSG00000278931.1	0.140	2.175	-1.478	4.31e-135
BPHL	ENSG00000137274.12	19.395	8.490	1.104	3.38e-103
BPI	ENSG00000101425.12	0.190	1.415	-1.021	1.00e-90
BRCA1	ENSG00000012048.19	7.575	2.065	1.484	4.05e-130
BRI3	ENSG00000164713.9	154.444	317.716	-1.036	1.51e-94
BRI3BP	ENSG00000184992.10	8.885	1.855	1.792	4.93e-212
BRICD5	ENSG00000182685.7	2.665	14.175	-2.050	5.90e-94
BRIP1	ENSG00000136492.8	2.770	0.280	1.558	2.58e-138
BRIX1	ENSG00000113460.12	56.449	15.290	1.818	6.66e-190
BST1	ENSG00000109743.10	3.210	13.255	-1.760	1.25e-104
BTAF1	ENSG00000095564.13	6.810	21.390	-1.519	3.97e-113
BTBD11	ENSG00000151136.14	5.535	0.390	2.233	3.19e-139
BTBD19	ENSG00000222009.8	1.570	12.635	-2.407	2.62e-184
BTF3L4P2	ENSG00000213189.5	57.120	20.970	1.404	2.29e-152
BTK	ENSG00000010671.15	3.935	22.940	-2.278	7.66e-193
BTN2A1	ENSG00000112763.15	10.955	25.670	-1.158	6.44e-124
BTN3A1	ENSG00000026950.16	14.800	33.989	-1.147	2.17e-83
BTN3A3	ENSG00000111801.15	9.970	28.435	-1.424	1.63e-101
BTNL8	ENSG00000113303.11	0.150	3.210	-1.872	2.30e-224
BTNL9	ENSG00000165810.16	1.115	147.461	-6.133	6.63e-291
BUB1	ENSG00000169679.14	13.670	1.135	2.781	5.43e-263
BUB1B	ENSG00000156970.12	11.765	1.010	2.667	5.22e-222
BYSL	ENSG00000112578.9	26.664	7.855	1.643	4.86e-153
BZRAP1	ENSG00000005379.15	4.700	20.330	-1.904	7.55e-109
BZW1P2	ENSG00000198406.7	21.655	8.130	1.311	7.68e-71
BZW2	ENSG00000136261.14	77.999	24.000	1.660	1.89e-174
C10orf10	ENSG00000165507.8	36.736	296.255	-2.978	4.47e-156
C10orf107	ENSG00000183346.6	0.205	1.695	-1.161	5.18e-76
C10orf128	ENSG00000204161.13	4.460	22.681	-2.117	3.36e-158
C10orf2	ENSG00000107815.7	8.150	2.435	1.413	1.27e-137
C10orf35	ENSG00000171224.8	15.305	5.205	1.394	4.29e-130
C10orf54	ENSG00000107738.19	26.255	109.064	-2.014	1.03e-165
C10orf95	ENSG00000120055.7	0.425	2.000	-1.074	2.52e-95
C10orf99	ENSG00000188373.4	7.345	0.000	3.061	5.70e-98
C11orf21	ENSG00000110665.11	0.355	5.380	-2.235	8.36e-233
C11orf96	ENSG00000187479.5	11.840	198.232	-3.956	1.13e-198
C12orf54	ENSG00000177627.9	4.610	0.390	2.013	6.08e-84
C12orf56	ENSG00000185306.12	5.095	0.030	2.565	2.27e-192
C12orf75	ENSG00000235162.8	35.189	11.895	1.489	1.87e-57
C14orf132	ENSG00000227051.5	1.945	13.310	-2.281	7.40e-178
C15orf41	ENSG00000186073.11	6.710	2.200	1.269	4.83e-135
C15orf48	ENSG00000166920.10	31.620	5.450	2.338	1.75e-87
C15orf52	ENSG00000188549.12	2.665	17.895	-2.366	1.08e-151
C16orf45	ENSG00000166780.10	4.190	15.530	-1.671	8.75e-104
C16orf59	ENSG00000162062.14	6.835	0.680	2.221	1.98e-194
C16orf74	ENSG00000154102.10	21.250	2.190	2.802	1.23e-159
C16orf86	ENSG00000159761.14	1.225	4.910	-1.409	1.42e-174
C16orf89	ENSG00000153446.15	5.660	70.572	-3.426	4.02e-111
C16orf93	ENSG00000196118.11	2.825	6.805	-1.029	5.92e-57
C17orf53	ENSG00000125319.14	6.010	0.760	1.994	8.17e-195
C17orf58	ENSG00000186665.8	9.930	4.440	1.007	1.84e-114
C17orf75	ENSG00000108666.9	18.805	8.645	1.038	3.64e-99
C17orf89	ENSG00000224877.3	79.530	35.666	1.135	7.90e-103
C17orf96	ENSG00000273604.1	3.450	1.030	1.132	5.13e-85
C19orf38	ENSG00000214212.8	1.635	5.725	-1.352	3.09e-112
C19orf48	ENSG00000167747.13	61.699	15.555	1.921	2.09e-182
C19orf66	ENSG00000130813.17	15.865	48.125	-1.542	3.81e-127
C19orf71	ENSG00000183397.5	0.695	2.585	-1.081	4.82e-91
C1orf106	ENSG00000163362.10	22.010	3.970	2.211	1.46e-179
C1orf112	ENSG00000000460.16	7.885	2.115	1.512	2.56e-180
C1orf115	ENSG00000162817.6	7.440	19.730	-1.296	4.88e-105
C1orf116	ENSG00000182795.12	8.820	36.111	-1.918	1.59e-80
C1orf132	ENSG00000203709.9	0.120	1.545	-1.184	1.24e-170
C1orf162	ENSG00000143110.11	11.455	74.078	-2.592	3.09e-176
C1orf167	ENSG00000215910.7	0.390	4.640	-2.021	5.83e-210
C1orf168	ENSG00000187889.12	0.155	2.105	-1.427	6.87e-127
C1orf186	ENSG00000263961.6	1.600	5.635	-1.352	8.01e-56
C1orf194	ENSG00000179902.12	0.550	5.490	-2.066	1.74e-41
C1orf198	ENSG00000119280.16	21.285	59.100	-1.431	9.21e-133
C1orf228	ENSG00000198520.10	1.980	12.565	-2.187	2.24e-172
C1orf74	ENSG00000162757.4	3.860	0.990	1.288	9.90e-152
C1QA	ENSG00000173372.16	141.822	344.019	-1.272	1.87e-41
C1QB	ENSG00000173369.15	157.908	485.019	-1.613	3.36e-50
C1QBP	ENSG00000108561.8	137.586	61.339	1.153	9.04e-94
C1QTNF1	ENSG00000173918.14	12.475	40.150	-1.611	2.47e-61
C1QTNF2	ENSG00000145861.7	0.335	2.075	-1.204	1.91e-143
C1QTNF5	ENSG00000223953.4	16.700	45.139	-1.382	1.76e-87
C1QTNF7	ENSG00000163145.12	0.290	4.955	-2.207	3.81e-208
C1R	ENSG00000159403.15	168.265	379.274	-1.168	1.99e-53
C1S	ENSG00000182326.14	163.675	362.816	-1.144	1.92e-50
C2	ENSG00000166278.14	27.185	90.174	-1.694	9.63e-43
C20orf24	ENSG00000101084.16	176.020	75.204	1.216	1.99e-99
C20orf85	ENSG00000124237.5	0.455	6.295	-2.326	1.24e-31
C21orf2	ENSG00000160226.15	11.550	30.275	-1.317	7.14e-112
C22orf34	ENSG00000188511.12	0.915	3.915	-1.360	6.63e-122
C2CD4A	ENSG00000198535.5	1.845	0.120	1.345	1.08e-68
C2CD4B	ENSG00000205502.3	0.700	3.490	-1.401	1.00e-55
C2orf40	ENSG00000119147.9	0.590	19.325	-3.676	7.39e-172
C2orf54	ENSG00000172478.17	3.225	9.780	-1.351	5.50e-33
C3	ENSG00000125730.16	189.033	552.296	-1.542	5.09e-68
C3AR1	ENSG00000171860.4	7.205	20.690	-1.402	9.48e-59
C3orf14	ENSG00000114405.10	18.990	7.295	1.269	1.67e-58
C3orf18	ENSG00000088543.14	1.935	5.220	-1.084	1.31e-84
C3orf35	ENSG00000198590.11	0.210	1.465	-1.027	1.45e-126
C3orf36	ENSG00000221972.3	0.280	3.310	-1.752	2.39e-126
C3orf58	ENSG00000181744.8	22.510	7.385	1.487	8.72e-68
C3orf62	ENSG00000188315.7	3.075	8.340	-1.197	5.37e-117
C3orf67	ENSG00000163689.18	4.170	0.310	1.981	9.92e-165
C4A	ENSG00000244731.7	30.730	85.695	-1.450	8.38e-54
C4B	ENSG00000224389.8	30.914	81.291	-1.367	2.14e-48
C4BPA	ENSG00000123838.10	4.700	44.041	-2.982	9.09e-42
C4BPB	ENSG00000123843.12	0.240	3.815	-1.957	1.28e-126
C4orf32	ENSG00000174749.5	0.970	3.340	-1.140	1.52e-165
C5	ENSG00000106804.7	1.545	5.535	-1.360	1.86e-71
C5AR1	ENSG00000197405.7	8.125	44.125	-2.306	2.67e-170
C5AR2	ENSG00000134830.5	0.500	4.755	-1.940	7.64e-178
C5orf22	ENSG00000082213.17	17.530	7.895	1.059	7.11e-112
C5orf45	ENSG00000161010.14	7.655	39.381	-2.222	2.83e-171
C5orf46	ENSG00000178776.4	1.710	0.165	1.218	2.26e-66
C5orf49	ENSG00000215217.6	0.490	2.075	-1.045	1.72e-32
C5orf56	ENSG00000197536.10	3.545	17.890	-2.055	1.80e-176
C5orf58	ENSG00000234511.8	0.355	2.210	-1.244	4.63e-62
C6	ENSG00000039537.13	0.130	1.300	-1.025	2.72e-66
C6orf132	ENSG00000188112.8	16.520	6.120	1.299	9.77e-79
C6orf183	ENSG00000243587.6	1.525	0.135	1.154	1.23e-103
C6orf25	ENSG00000204420.8	0.200	2.840	-1.678	3.20e-155
C6orf3	ENSG00000255389.1	0.240	1.620	-1.079	4.08e-177
C6orf49	ENSG00000278224.4	0.680	3.705	-1.486	9.83e-115
C7	ENSG00000112936.18	8.660	274.202	-4.832	1.22e-221
C7orf73	ENSG00000243317.7	41.750	18.745	1.114	3.09e-129
C8orf34	ENSG00000165084.15	0.320	2.255	-1.302	5.52e-121
C8orf34-AS1	ENSG00000248801.6	0.530	6.295	-2.253	7.75e-90
C8orf4	ENSG00000176907.4	36.354	135.012	-1.864	9.82e-72
C8orf46	ENSG00000169085.11	0.170	2.750	-1.680	8.81e-142
C8orf88	ENSG00000253250.2	0.980	4.220	-1.399	5.16e-72
C9orf117	ENSG00000160401.14	0.870	4.685	-1.604	2.58e-72
C9orf139	ENSG00000180539.7	0.195	1.830	-1.244	6.55e-181
C9orf152	ENSG00000188959.9	0.510	4.500	-1.865	5.76e-83
C9orf24	ENSG00000164972.12	1.330	5.645	-1.512	9.96e-34
C9orf72	ENSG00000147894.14	6.545	20.639	-1.520	2.08e-91
CA1	ENSG00000133742.13	0.050	1.215	-1.077	1.58e-101
CA12	ENSG00000074410.13	24.245	2.430	2.880	1.31e-96
CA3	ENSG00000164879.6	0.390	15.125	-3.536	7.60e-223
CA4	ENSG00000167434.9	0.360	79.795	-5.893	0.00e+0
CA9	ENSG00000107159.12	26.074	0.160	4.545	5.49e-149
CAB39L	ENSG00000102547.18	3.245	16.135	-2.013	2.48e-161
CABLES1	ENSG00000134508.12	3.295	11.960	-1.593	1.79e-104
CABP4	ENSG00000175544.13	0.250	2.540	-1.502	3.86e-183
CABYR	ENSG00000154040.20	8.145	1.400	1.930	1.44e-85
CACNA1C	ENSG00000151067.20	1.040	7.490	-2.057	4.53e-181
CACNA1D	ENSG00000157388.13	0.255	6.320	-2.544	2.32e-268
CACNA1H	ENSG00000196557.10	1.020	17.565	-3.200	2.16e-224
CACNA2D2	ENSG00000007402.11	1.365	38.015	-4.044	1.90e-214
CACNA2D4	ENSG00000151062.14	1.945	5.845	-1.217	6.69e-114
CACNB1	ENSG00000067191.15	3.220	16.260	-2.032	4.30e-148
CACNB2	ENSG00000165995.18	0.390	3.735	-1.768	9.21e-213
CACNG4	ENSG00000075461.5	0.800	5.260	-1.798	2.38e-47
CACYBP	ENSG00000116161.17	101.142	38.514	1.370	1.07e-104
CADM1	ENSG00000182985.16	10.575	31.250	-1.478	1.60e-57
CADM3	ENSG00000162706.12	0.550	3.715	-1.605	2.56e-91
CADM3-AS1	ENSG00000225670.4	0.050	1.975	-1.502	1.50e-193
CADM4	ENSG00000105767.2	19.181	4.375	1.909	5.39e-131
CADPS2	ENSG00000081803.15	5.605	18.265	-1.544	2.97e-103
CAHM	ENSG00000270419.1	0.510	2.725	-1.303	1.87e-126
CALCOCO1	ENSG00000012822.15	28.899	138.107	-2.218	1.60e-216
CALCOCO2	ENSG00000136436.14	48.775	119.378	-1.274	1.92e-132
CALCRL	ENSG00000064989.12	7.400	44.065	-2.424	2.23e-177
CALD1	ENSG00000122786.19	51.307	152.128	-1.550	3.52e-86
CALHM2	ENSG00000138172.10	10.250	31.490	-1.530	3.28e-131
CALM2P2	ENSG00000229097.1	1.440	6.770	-1.671	3.70e-119
CALML3	ENSG00000178363.4	120.316	0.070	6.825	5.30e-199
CALML3-AS1	ENSG00000205488.8	1.430	0.010	1.267	2.16e-113
CALML5	ENSG00000178372.7	3.300	0.395	1.624	3.37e-48
CAMK1	ENSG00000134072.10	9.025	27.751	-1.520	1.47e-155
CAMK2N1	ENSG00000162545.5	6.090	62.924	-3.173	4.68e-177
CAMP	ENSG00000164047.4	0.330	3.095	-1.622	5.99e-109
CAMTA2	ENSG00000108509.20	19.810	66.332	-1.694	1.94e-149
CAPN10	ENSG00000142330.19	10.120	25.560	-1.256	5.10e-89
CAPN2	ENSG00000162909.17	91.230	203.854	-1.151	1.35e-83
CAPN3	ENSG00000092529.22	3.010	35.710	-3.195	1.03e-230
CAPN8	ENSG00000203697.11	2.020	37.984	-3.690	1.32e-142
CAPN9	ENSG00000135773.12	0.350	4.190	-1.943	2.29e-148
CAPNS2	ENSG00000256812.1	12.350	0.160	3.525	1.03e-125
CAPRIN2	ENSG00000110888.17	7.175	17.900	-1.209	1.36e-68
CAPS	ENSG00000105519.12	13.850	32.830	-1.188	7.17e-27
CARD14	ENSG00000141527.16	3.230	0.920	1.140	4.56e-84
CARD16	ENSG00000204397.7	23.494	61.641	-1.355	1.09e-107
CARD8	ENSG00000105483.16	12.595	40.154	-1.598	1.07e-181
CARD9	ENSG00000187796.13	1.340	5.390	-1.449	1.01e-114
CASC3	ENSG00000108349.14	30.495	67.000	-1.110	7.92e-86
